id,user,pct,practice,created_at,approved
1427,1806,,L83022,2018-03-12 13:14:09,1
1426,1805,08H,,2018-03-11 23:55:05,1
1424,1803,99A,,2018-03-09 14:00:48,1
1421,1800,,G83049,2018-03-08 22:33:13,1
1420,1799,,N84012,2018-03-08 10:01:09,1
1419,1797,,M91642,2018-03-07 22:54:02,1
1418,1797,,M85701,2018-03-07 20:46:55,1
1412,1789,07V,,2018-03-07 09:17:41,1
1411,1788,15C,,2018-03-06 16:07:28,1
1410,1787,,K81063,2018-03-06 14:22:03,1
1409,1785,,M81079,2018-03-06 13:19:27,1
1407,1782,,B82030,2018-03-05 20:49:26,1
1403,1777,11X,,2018-03-03 13:11:36,1
1401,1772,,P87022,2018-03-02 09:14:44,1
1400,1772,,P87651,2018-03-02 09:14:15,1
1399,1772,,P87648,2018-03-02 09:08:10,1
1398,1770,10Q,,2018-03-01 12:47:54,1
1390,1759,,L85611,2018-02-28 09:32:57,1
1389,1759,,L85002,2018-02-28 09:28:33,1
1384,1752,,D81636,2018-02-27 13:46:34,1
1382,1749,,N84621,2018-02-26 15:09:51,1
1381,1748,06A,,2018-02-26 13:57:58,1
1380,1746,11M,,2018-02-26 12:22:24,1
1379,1745,06A,,2018-02-26 11:03:13,1
1378,1744,06A,,2018-02-26 10:57:00,1
1377,1743,06A,,2018-02-26 10:53:47,1
1376,1742,02T,,2018-02-26 10:10:22,1
1375,1741,11N,,2018-02-26 09:33:40,1
1374,1738,,L83056,2018-02-25 22:38:27,1
1373,1737,,L83056,2018-02-25 22:38:09,1
1370,1734,,L81081,2018-02-25 15:38:32,1
1367,1730,,Y00189,2018-02-23 17:15:52,1
1366,1730,,L85022,2018-02-23 17:11:16,1
1364,1637,,M82023,2018-02-23 14:41:31,1
1363,1637,,M82011,2018-02-23 14:40:47,1
1362,1637,,M82013,2018-02-23 14:40:07,1
1360,1719,02E,,2018-02-23 09:13:17,1
1357,1601,,Y05212,2018-02-22 21:25:37,1
1356,1601,,L84616,2018-02-22 21:24:41,1
1355,1714,,L81031,2018-02-22 21:21:59,1
1354,1047,,L83038,2018-02-22 19:31:12,1
1353,1711,10Q,,2018-02-22 12:27:18,1
1352,1708,,F81043,2018-02-19 11:36:08,1
1347,1697,,C88060,2018-02-15 16:51:10,1
1345,1697,,C88077,2018-02-15 16:49:10,1
1343,1697,,C88088,2018-02-15 16:46:56,1
1342,1697,,C88028,2018-02-15 16:46:04,1
1341,1697,,C88049,2018-02-15 16:44:36,1
1340,1201,,C88019,2018-02-14 23:19:17,1
1339,1693,01G,,2018-02-14 18:39:38,1
1338,1690,08M,,2018-02-14 13:09:58,1
1337,1690,99E,,2018-02-14 13:03:46,1
1336,1684,,P88021,2018-02-14 09:44:04,1
1335,1684,,P88006,2018-02-14 09:43:54,1
1334,1684,,P88002,2018-02-14 09:43:37,1
1333,1684,,P88625,2018-02-14 09:39:05,1
1332,1683,15D,,2018-02-13 22:17:12,1
1331,1682,,Y00445,2018-02-13 20:18:27,1
1330,1681,,B81008,2018-02-13 13:58:38,1
1329,1680,,F82008,2018-02-13 12:52:04,1
1328,1679,11N,,2018-02-12 16:34:51,1
1326,1675,,N84627,2018-02-12 13:35:03,1
1325,1675,,N84026,2018-02-12 13:31:43,1
1324,1675,,N84621,2018-02-12 13:28:38,1
1323,1672,00V,,2018-02-10 06:34:02,1
1319,1668,02F,,2018-02-09 10:51:51,1
1318,1667,,E87681,2018-02-09 09:39:05,1
1317,1665,,C84101,2018-02-08 21:15:34,1
1313,1660,,P81043,2018-02-08 09:08:16,1
1312,1659,,J82005,2018-02-08 06:36:05,1
1311,1658,,P81016,2018-02-07 17:29:21,1
1310,1657,03N,,2018-02-07 15:56:44,1
1307,1651,,L83042,2018-02-06 15:29:06,1
1306,1650,,B85655,2018-02-06 10:45:41,1
1303,1647,,G85642,2018-02-04 07:34:49,1
1301,1645,,L83020,2018-02-02 15:54:58,1
1299,1641,,J83046,2018-02-01 21:24:53,1
1298,1640,04M,,2018-02-01 18:55:09,1
1297,1637,,M82017,2018-01-31 19:15:19,1
1296,1281,,L83070,2018-01-31 13:45:22,1
1295,1634,,D83030,2018-01-31 13:26:30,1
1293,1626,,B81061,2018-01-31 09:36:36,1
1292,1626,,B81658,2018-01-31 09:36:00,1
1291,1626,,B81010,2018-01-31 09:35:29,1
1290,1626,,B81100,2018-01-31 09:34:51,1
1289,1626,,B81653,2018-01-31 09:33:41,1
1288,1626,,B81101,2018-01-31 09:32:56,1
1287,1626,,B81602,2018-01-31 09:28:21,1
1286,1625,,Y03079,2018-01-31 09:13:35,1
1284,1622,05N,,2018-01-30 21:26:47,1
1283,1622,,M82006,2018-01-30 21:25:33,1
1282,1621,,F83008,2018-01-30 16:09:12,1
1275,1609,,E87069,2018-01-28 10:00:03,1
1274,1608,,E87714,2018-01-27 22:07:12,1
1273,1604,,E87681,2018-01-27 12:09:16,1
1272,1603,09A,,2018-01-26 16:27:13,1
1271,1601,,L84023,2018-01-26 14:19:37,1
1270,1600,,L81054,2018-01-26 12:53:12,1
1269,1599,11M,,2018-01-26 12:44:46,1
1268,1597,06P,,2018-01-26 10:35:44,1
1267,1596,,D81062,2018-01-26 09:50:11,1
1265,1592,,C88047,2018-01-25 12:25:24,1
1259,1583,12D,,2018-01-24 11:34:40,1
1256,1578,,J82163,2018-01-23 19:00:24,1
1254,1558,,B82027,2018-01-23 15:04:58,1
1252,1561,,Y00164,2018-01-22 15:57:19,1
1251,1559,04D,,2018-01-22 15:09:06,1
1240,1534,,C88035,2018-01-18 10:19:55,1
1235,1527,,L84023,2018-01-17 15:09:15,1
1233,1525,14L,,2018-01-16 11:29:53,1
1231,1051,15F,,2018-01-15 15:10:35,1
1230,1521,,M88038,2018-01-15 14:36:54,1
1229,1520,,C83031,2018-01-15 12:18:00,1
1228,1519,,M81044,2018-01-13 16:32:52,1
1226,1516,,J82088,2018-01-11 12:49:15,1
1224,1090,,M81042,2018-01-10 20:45:16,1
1223,1512,,H81029,2018-01-10 15:39:04,1
1222,1510,11N,,2018-01-10 12:47:52,1
1221,1506,,J83041,2018-01-09 22:46:17,1
1220,1506,,J83055,2018-01-09 22:44:14,1
1219,1506,,J83006,2018-01-09 22:43:44,1
1218,1506,,J83029,2018-01-09 22:39:30,1
1217,1505,,C88085,2018-01-09 22:24:38,1
1211,1498,01M,,2018-01-07 16:18:28,1
1210,1497,11M,,2018-01-07 11:54:27,1
1209,1486,,C87030,2018-01-05 13:23:25,1
1207,1481,,K84052,2018-01-05 11:50:51,1
1203,1476,03L,,2018-01-02 14:25:09,1
1202,1472,,L84034,2018-01-02 08:47:13,1
1201,1471,,Y04995,2018-01-02 08:43:42,1
1200,1472,,L84052,2018-01-02 08:39:22,1
1199,1471,,C81024,2018-01-02 08:39:18,1
1195,1466,06A,,2017-12-27 19:10:58,1
1194,900,,L81669,2017-12-27 16:21:17,1
1193,900,,L81037,2017-12-27 16:08:18,1
1192,1460,,C82610,2017-12-25 17:50:28,1
1191,1459,,C84705,2017-12-22 19:20:44,1
1190,1457,,P91021,2017-12-22 14:18:41,1
1186,1452,04N,,2017-12-22 12:00:41,1
1185,1452,04K,,2017-12-22 12:00:02,1
1182,1447,,P92041,2017-12-21 17:07:00,1
1179,1444,09G,,2017-12-21 14:15:50,1
1174,480,,B83054,2017-12-21 11:26:51,1
1173,1436,,L81123,2017-12-21 10:31:42,1
1171,1434,07V,,2017-12-20 16:39:27,1
1170,1355,,C81008,2017-12-20 10:51:20,1
1167,1429,,J82046,2017-12-19 17:50:09,1
1166,1424,,C84123,2017-12-19 17:41:17,1
1165,1424,,C84113,2017-12-19 17:40:36,1
1164,1424,,C84009,2017-12-19 17:37:38,1
1163,1424,,C84019,2017-12-19 17:35:46,1
1162,1424,,C84656,2017-12-19 17:34:00,1
1160,1421,99H,,2017-12-19 11:22:48,1
1155,1415,,E85015,2017-12-13 16:37:26,1
1154,1414,,A86003,2017-12-13 16:30:11,1
1153,1413,,P85605,2017-12-13 15:52:40,1
1152,1412,,B82028,2017-12-13 13:59:27,1
1151,1411,,D82613,2017-12-13 12:55:14,1
1147,1407,15D,,2017-12-13 10:44:02,1
1146,1405,06Y,,2017-12-13 10:26:16,1
1145,1405,06W,,2017-12-13 10:21:09,1
1144,1404,,A86030,2017-12-13 09:51:25,1
1143,1402,09G,,2017-12-12 21:34:50,1
1141,1400,,L84020,2017-12-12 14:49:57,1
1140,1398,,J81029,2017-12-12 12:13:42,1
1138,1396,,J83009,2017-12-11 16:41:52,1
1137,1301,,H81055,2017-12-11 15:40:46,1
1136,1394,99A,,2017-12-11 12:05:43,1
1135,1393,08D,,2017-12-11 11:48:14,1
1131,1389,08W,,2017-12-08 18:06:39,1
1128,1385,08E,,2017-12-08 13:14:45,1
1126,1383,,P84068,2017-12-07 21:59:16,1
1124,1381,08R,,2017-12-07 11:29:10,1
1122,1379,01Y,,2017-12-06 11:11:49,1
1121,1376,04V,,2017-12-05 21:09:26,1
1120,1376,03W,,2017-12-05 21:06:18,1
1119,1376,04C,,2017-12-05 21:02:40,1
1115,1365,,A83047,2017-12-04 11:59:38,1
1114,1368,,P92605,2017-12-04 11:59:28,1
1113,1365,,A83005,2017-12-04 11:59:10,1
1112,1365,,A81609,2017-12-04 11:58:42,1
1111,1365,,A81057,2017-12-04 11:58:06,1
1108,1362,,J82196,2017-12-03 14:11:49,1
1107,1361,,L81082,2017-12-01 22:05:55,1
1105,1359,,D82020,2017-12-01 15:19:33,1
1104,1358,,A81036,2017-12-01 12:51:57,1
1103,1357,,P84061,2017-11-30 21:49:42,1
1102,1355,,C81008,2017-11-30 17:29:03,1
1101,265,,L83137,2017-11-30 16:53:43,1
1095,1346,,C81008,2017-11-30 13:09:52,1
1094,1346,,Y04995,2017-11-30 13:08:06,1
1088,1339,,P84630,2017-11-29 12:29:38,1
1087,1338,,P89014,2017-11-29 10:51:47,1
1085,1335,99P,,2017-11-28 19:47:38,1
1084,1335,99Q,,2017-11-28 19:46:44,1
1083,1334,,L82011,2017-11-28 17:54:15,1
1082,1332,06A,,2017-11-28 17:38:51,1
1080,1321,,K83616,2017-11-27 16:18:50,1
1079,1321,,K83030,2017-11-27 16:18:26,1
1078,1321,,K83080,2017-11-27 16:17:57,1
1077,1321,,K83007,2017-11-27 16:17:19,1
1076,1321,,K83044,2017-11-27 16:17:02,1
1075,1321,,K83024,2017-11-27 16:16:47,1
1074,1321,,K83065,2017-11-27 16:16:24,1
1073,1321,,K83028,2017-11-27 16:16:09,1
1072,1321,,K83069,2017-11-27 16:15:47,1
1071,1321,04G,,2017-11-27 16:15:22,1
1069,1319,,K83021,2017-11-27 09:33:19,1
1067,1317,,Y03063,2017-11-27 08:31:32,1
1065,1314,,N81042,2017-11-25 08:27:09,1
1062,1311,99J,,2017-11-24 14:16:11,1
1061,1310,,B83029,2017-11-24 12:32:55,1
1060,1306,04K,,2017-11-23 21:48:29,1
1059,1306,04E,,2017-11-23 21:48:09,1
1058,1306,04H,,2017-11-23 20:57:44,1
1057,1304,07V,,2017-11-23 20:49:13,1
1056,1304,,H83016,2017-11-23 20:48:14,1
1055,1303,,K83625,2017-11-23 10:28:30,1
1053,1301,09L,,2017-11-22 17:39:21,1
1052,1299,,A81044,2017-11-22 16:29:08,1
1051,1299,00K,,2017-11-22 16:26:45,1
1050,1297,,D81009,2017-11-21 18:37:36,1
1049,1296,,M88038,2017-11-21 11:50:54,1
1048,1295,,P81197,2017-11-21 11:14:00,1
1047,1293,04D,,2017-11-20 15:12:52,1
1045,1291,03F,,2017-11-19 17:32:08,1
1044,1289,,E84015,2017-11-17 09:29:33,1
1043,1289,,E84706,2017-11-17 09:15:06,1
1036,1281,,L83070,2017-11-15 14:28:16,1
1035,1272,04V,,2017-11-15 12:57:59,1
1034,1272,04C,,2017-11-15 12:57:32,1
1033,1272,03W,,2017-11-15 12:57:11,1
1032,1272,04Q,,2017-11-15 12:56:48,1
1031,1272,99D,,2017-11-15 12:56:28,1
1030,1272,03H,,2017-11-15 12:56:02,1
1029,1272,04D,,2017-11-15 12:55:29,1
1028,1272,03T,,2017-11-15 12:55:02,1
1027,1272,03K,,2017-11-15 12:53:29,1
1026,1271,,L81089,2017-11-15 08:47:36,1
1025,1270,,L81089,2017-11-14 16:17:10,1
1023,1266,,L83146,2017-11-13 15:54:55,1
1022,1266,,L83130,2017-11-13 15:54:13,1
1021,1266,,L83013,2017-11-13 15:53:49,1
1020,1263,,B83055,2017-11-12 16:38:06,1
1018,1260,,E87742,2017-11-11 20:30:57,1
1016,1258,,N85047,2017-11-11 15:26:03,1
1013,1253,08P,,2017-11-10 13:37:39,1
1012,1252,,L83118,2017-11-10 10:34:53,1
1011,1251,,F82005,2017-11-09 20:27:58,1
1008,1248,,B82049,2017-11-09 11:55:48,1
1007,447,,B86051,2017-11-09 10:32:18,1
1006,1169,,K83037,2017-11-09 10:18:27,1
1005,1169,,K83021,2017-11-09 10:17:40,1
1004,1169,,K83625,2017-11-09 10:17:09,1
1003,1169,,K83039,2017-11-09 10:15:24,1
1002,1242,,L83078,2017-11-09 07:42:08,1
1001,1241,,K83036,2017-11-08 22:05:03,1
998,994,,M86030,2017-11-08 17:35:30,1
996,1232,14Y,,2017-11-08 16:11:33,1
995,1233,06H,,2017-11-08 16:05:08,1
993,894,,L81068,2017-11-08 15:19:38,1
992,1228,,H85100,2017-11-08 13:47:01,1
991,1228,,H85075,2017-11-08 13:29:07,1
990,1228,,H85048,2017-11-08 13:20:44,1
989,1217,03R,,2017-11-08 13:18:31,1
988,1217,03J,,2017-11-08 13:18:18,1
987,1217,15F,,2017-11-08 13:18:06,1
984,1217,03E,,2017-11-08 13:17:34,1
983,1217,03A,,2017-11-08 13:17:18,1
982,1217,02T,,2017-11-08 13:17:04,1
981,1217,02R,,2017-11-08 13:16:50,1
980,1217,02W,,2017-11-08 13:16:30,1
979,1217,02N,,2017-11-08 13:15:56,1
978,1216,,P81104,2017-11-08 11:04:21,1
977,1215,99E,,2017-11-08 10:51:38,1
976,1213,,C81033,2017-11-07 21:38:12,1
975,1213,,C81029,2017-11-07 21:34:46,1
974,1212,,M85093,2017-11-07 12:07:05,1
971,1209,,E85636,2017-11-07 11:35:51,1
970,1169,,K83036,2017-11-06 15:06:05,1
969,1206,08L,,2017-11-06 12:37:50,1
968,1204,,B82066,2017-11-06 11:42:50,1
967,753,,F81649,2017-11-06 11:26:08,1
965,1201,,C88019,2017-11-05 21:18:08,1
964,1199,,B81036,2017-11-05 08:02:54,1
963,1198,08C,,2017-11-04 23:22:04,1
959,1194,,K82008,2017-11-03 10:24:13,1
958,598,,L81637,2017-11-02 15:09:51,1
957,598,,L81065,2017-11-02 15:09:02,1
956,1189,,J82163,2017-11-02 15:01:07,1
955,1186,09A,,2017-11-02 00:17:39,1
954,1186,,Y02260,2017-11-02 00:14:01,1
952,1184,,Y00056,2017-11-01 12:36:53,1
951,1183,,D81012,2017-11-01 11:12:05,1
950,1178,,L83034,2017-10-31 10:32:49,1
949,1178,,L83046,2017-10-31 10:31:15,1
948,1177,,K81036,2017-10-31 09:58:10,1
947,660,00M,,2017-10-30 13:29:38,1
944,1172,,F82010,2017-10-29 19:19:24,1
943,1171,,E87637,2017-10-29 17:58:30,1
941,1169,,K83013,2017-10-29 13:29:38,1
940,1168,05X,,2017-10-28 22:22:49,1
938,1166,09W,,2017-10-27 15:16:13,1
936,1163,,G82036,2017-10-27 14:45:14,1
935,1162,,A84042,2017-10-27 10:09:59,1
934,1158,,K83051,2017-10-26 15:00:52,1
933,1157,08H,,2017-10-25 20:22:56,1
931,1155,,L82023,2017-10-24 18:17:20,1
930,943,,D83002,2017-10-24 14:36:34,1
929,943,,D83034,2017-10-24 14:36:15,1
928,943,,D83010,2017-10-24 14:34:11,1
927,943,,D82003,2017-10-24 14:31:37,1
926,943,,Y00164,2017-10-24 10:28:00,1
923,1147,,G82036,2017-10-23 15:12:35,1
922,1146,,P83001,2017-10-23 13:54:09,1
920,1144,,K84026,2017-10-23 11:12:53,1
918,1142,,M85175,2017-10-21 19:49:37,1
917,1141,99C,,2017-10-20 14:42:50,1
916,1139,,F81741,2017-10-20 08:22:56,1
915,1137,,F84018,2017-10-20 07:37:16,1
912,1133,,M82616,2017-10-18 13:38:43,1
910,1129,,H82084,2017-10-18 10:30:03,1
904,1123,08D,,2017-10-16 15:48:01,1
902,1120,,J83633,2017-10-14 17:56:10,1
901,1118,99Q,,2017-10-13 20:10:07,1
900,1117,,M81033,2017-10-13 15:11:51,1
897,1111,12D,,2017-10-13 14:12:31,1
896,1111,,J83035,2017-10-13 14:10:05,1
895,1110,01G,,2017-10-13 13:48:10,1
894,1109,,C82016,2017-10-13 13:41:32,1
891,1105,,Y02521,2017-10-13 10:13:25,1
889,1102,,M81045,2017-10-12 21:53:16,1
887,1100,03L,,2017-10-12 13:02:51,1
883,1095,,L85002,2017-10-12 11:47:40,1
880,1091,,F83011,2017-10-12 11:06:29,1
879,1090,,M81075,2017-10-12 10:24:23,1
878,1089,06H,,2017-10-12 09:40:08,1
877,1086,,M81068,2017-10-12 09:15:46,1
876,1086,,M81015,2017-10-12 09:14:26,1
875,1086,,M81608,2017-10-12 09:12:54,1
874,1085,11X,,2017-10-12 08:19:41,1
873,1084,09G,,2017-10-11 17:02:33,1
872,1083,,D83028,2017-10-11 14:59:27,1
871,1082,99A,,2017-10-11 13:46:04,1
870,1081,,J84004,2017-10-11 12:51:34,1
869,1080,99J,,2017-10-11 12:26:32,1
867,1078,,D83028,2017-10-11 07:52:10,1
866,1077,,B82047,2017-10-10 23:25:25,1
865,1076,,H83016,2017-10-10 19:18:04,1
863,1074,00C,,2017-10-10 13:11:02,1
862,1047,,L83038,2017-10-10 09:03:58,1
861,1047,,L83608,2017-10-10 09:03:19,1
860,1047,99Q,,2017-10-10 09:01:29,1
859,1047,99P,,2017-10-10 08:59:53,1
858,1068,11N,,2017-10-10 08:42:05,1
857,1066,,C82038,2017-10-10 08:35:07,1
856,1065,04F,,2017-10-10 07:42:08,1
854,1062,00C,,2017-10-09 14:31:53,1
849,1056,,D83044,2017-10-09 07:13:11,1
845,1051,,B86075,2017-10-07 20:44:44,1
844,1050,99H,,2017-10-07 11:35:28,1
841,1046,,K83068,2017-10-06 15:26:49,1
840,1045,,F84735,2017-10-06 14:33:40,1
837,908,15E,,2017-10-05 14:10:05,1
836,1034,11N,,2017-10-05 09:38:35,1
834,1034,,Y04957,2017-10-05 08:30:31,1
831,1030,,B83015,2017-10-04 18:07:20,1
830,1029,,F81144,2017-10-04 14:45:12,1
828,1027,,E82663,2017-10-04 08:10:47,1
826,1025,,D81025,2017-10-03 21:15:01,1
821,1020,,C83001,2017-10-03 10:36:24,1
818,1017,,A83034,2017-10-03 08:47:10,1
813,1012,,M81041,2017-10-03 06:14:48,1
808,1007,,N85018,2017-10-02 19:24:46,1
806,1005,,M85026,2017-10-02 15:43:04,1
804,1003,01R,,2017-10-02 15:15:36,1
802,1001,08R,,2017-10-02 13:45:21,1
800,999,08A,,2017-10-02 12:58:20,1
799,997,,N83060,2017-10-02 11:03:46,1
798,996,00Y,,2017-10-02 10:43:53,1
797,995,02F,,2017-09-29 14:25:16,1
796,994,,M86030,2017-09-29 09:18:42,1
795,993,,F84062,2017-09-28 20:43:08,1
792,990,,C81032,2017-09-28 16:07:42,1
791,989,,L84045,2017-09-28 15:53:55,1
790,988,,Y02849,2017-09-28 08:06:23,1
788,986,,F84717,2017-09-27 21:09:56,1
787,96,08H,,2017-09-27 12:03:14,1
785,983,06H,,2017-09-26 09:44:03,1
784,982,02N,,2017-09-26 08:42:55,1
783,981,,K83022,2017-09-26 08:23:22,1
782,980,08H,,2017-09-25 15:28:03,1
781,973,,P83021,2017-09-25 12:53:05,1
780,973,,P83024,2017-09-25 12:46:34,1
779,973,,P83017,2017-09-25 12:42:47,1
778,973,,P83010,2017-09-25 12:38:34,1
777,973,,P83001,2017-09-25 12:34:30,1
776,973,,P83605,2017-09-25 12:27:47,1
775,973,,P83007,2017-09-25 12:11:34,1
773,971,08X,,2017-09-25 09:45:18,1
770,968,,K84007,2017-09-22 10:50:18,1
769,967,,B83055,2017-09-22 07:36:21,1
767,957,,K83003,2017-09-21 11:46:13,1
766,957,,K83035,2017-09-21 11:45:49,1
765,957,,K83008,2017-09-21 11:45:30,1
764,957,,K83014,2017-09-21 11:37:31,1
763,957,,K83027,2017-09-21 11:31:55,1
762,957,,K83010,2017-09-21 11:31:25,1
761,957,,K83041,2017-09-21 11:25:46,1
760,954,12F,,2017-09-21 09:42:41,1
759,954,02E,,2017-09-21 09:40:12,1
758,954,02F,,2017-09-21 09:35:57,1
757,480,,B83054,2017-09-21 09:12:27,1
756,136,,Y04927,2017-09-20 22:45:46,1
755,951,,J83032,2017-09-20 21:04:21,1
754,949,,B83058,2017-09-20 16:24:04,1
753,945,,H81046,2017-09-20 14:42:33,1
752,945,,H81030,2017-09-20 14:40:38,1
751,945,,H81005,2017-09-20 14:35:32,1
750,945,,H81058,2017-09-20 14:22:16,1
749,944,,Y03595,2017-09-20 11:26:01,1
748,943,06M,,2017-09-20 11:22:33,1
747,940,10Q,,2017-09-19 11:04:15,1
746,940,08E,,2017-09-19 11:03:49,1
745,939,15C,,2017-09-19 09:44:56,1
744,938,,K84054,2017-09-18 14:17:14,1
741,933,99P,,2017-09-13 08:33:40,1
740,480,,B83054,2017-09-13 07:18:30,1
738,929,,J81062,2017-09-12 08:54:59,1
737,928,05P,,2017-09-12 08:30:49,1
736,927,,P89015,2017-09-11 15:29:10,1
735,578,,H82034,2017-09-11 14:48:56,1
732,919,,M89017,2017-09-10 08:25:05,1
731,919,,M89021,2017-09-10 08:24:25,1
725,910,,N84611,2017-09-08 13:59:40,1
724,909,99C,,2017-09-08 09:56:35,1
722,907,05L,,2017-09-08 09:37:08,1
721,595,,P81119,2017-09-07 18:11:19,1
720,905,,B82012,2017-09-07 16:10:47,1
719,902,,L81061,2017-09-07 15:43:38,1
718,902,,L81089,2017-09-07 15:42:48,1
717,616,,A87027,2017-09-07 10:24:37,1
716,900,15C,,2017-09-06 08:41:06,1
715,897,,E81013,2017-09-05 20:57:46,1
713,897,,E81075,2017-09-04 20:41:05,1
712,896,,A88002,2017-09-04 14:54:54,1
711,895,06A,,2017-09-04 14:52:25,1
710,894,,L81071,2017-09-04 13:18:26,1
709,893,,C88026,2017-09-03 07:18:11,1
707,890,,B83050,2017-08-31 10:49:00,1
706,890,,B83045,2017-08-31 10:46:44,1
704,888,09D,,2017-08-29 12:39:20,1
702,886,10V,,2017-08-27 22:39:47,1
699,883,,J81026,2017-08-24 12:29:33,1
698,881,99Q,,2017-08-24 02:38:03,1
697,877,04D,,2017-08-23 13:38:01,1
696,877,99D,,2017-08-23 13:37:05,1
695,877,04Q,,2017-08-23 13:36:31,1
694,877,03T,,2017-08-23 13:27:53,1
692,872,07G,,2017-08-22 11:18:41,1
691,872,99E,,2017-08-22 11:17:31,1
688,866,,L83646,2017-08-18 09:12:33,1
686,864,02G,,2017-08-17 08:30:02,1
682,859,,L81112,2017-08-16 12:43:41,1
681,858,12D,,2017-08-16 12:17:06,1
680,857,,B81620,2017-08-16 07:47:30,1
679,855,,D81034,2017-08-15 15:08:26,1
678,854,12D,,2017-08-15 14:37:03,1
676,852,15F,,2017-08-15 08:53:38,1
675,851,,C86022,2017-08-14 19:20:00,1
665,838,,C81069,2017-08-14 09:41:12,1
664,837,,M81035,2017-08-14 09:36:54,1
663,836,,J81625,2017-08-13 12:39:18,1
659,828,,E87737,2017-08-11 07:18:10,1
658,827,,L84067,2017-08-11 05:49:32,1
656,824,,D82006,2017-08-10 22:41:49,1
655,820,,B86673,2017-08-10 21:15:52,1
654,820,,B86625,2017-08-10 21:13:32,1
653,820,,B86033,2017-08-10 21:08:54,1
652,820,,B86010,2017-08-10 21:02:53,1
651,819,00Y,,2017-08-10 18:28:23,1
650,818,,H85047,2017-08-10 18:13:55,1
649,817,,B83063,2017-08-10 18:09:06,1
648,816,,H81071,2017-08-10 17:45:05,1
646,814,,F81123,2017-08-10 16:25:45,1
642,809,,D81010,2017-08-10 14:15:32,1
640,807,09D,,2017-08-08 15:38:47,1
635,802,,C84051,2017-08-08 12:31:04,1
632,790,,N82106,2017-08-03 19:55:03,1
630,788,09N,,2017-08-03 15:25:08,1
629,787,,C81114,2017-08-02 12:45:47,1
628,491,,L85009,2017-08-02 11:05:05,1
627,785,,G82719,2017-08-02 09:36:38,1
625,783,,P85002,2017-08-01 18:47:02,1
624,782,02T,,2017-08-01 08:27:51,1
622,778,11M,,2017-07-31 22:20:29,1
621,778,11E,,2017-07-31 22:19:54,1
620,778,15C,,2017-07-31 22:19:22,1
619,777,,M92650,2017-07-31 14:57:16,1
616,774,,Y02616,2017-07-31 11:39:23,1
615,771,,B82042,2017-07-31 09:26:41,1
611,765,,N84001,2017-07-28 08:15:16,1
609,763,,Y03664,2017-07-27 22:21:07,1
607,761,,M85116,2017-07-27 05:41:15,1
606,759,,M86041,2017-07-26 11:22:36,1
605,759,,M86037,2017-07-26 11:21:09,1
604,758,,F81126,2017-07-25 17:20:46,1
602,756,03X,,2017-07-25 12:18:19,1
601,753,,Y02177,2017-07-25 12:11:28,1
600,753,,F81613,2017-07-25 12:10:25,1
599,753,,F81649,2017-07-25 12:04:17,1
598,741,,K83028,2017-07-24 12:39:11,1
597,741,,K83024,2017-07-24 12:38:16,1
596,741,,K83044,2017-07-24 12:37:19,1
595,741,,K83065,2017-07-24 12:36:32,1
594,741,,K83069,2017-07-24 12:35:35,1
593,741,,K83080,2017-07-24 12:34:42,1
592,741,,K83007,2017-07-24 12:33:54,1
591,741,,K83030,2017-07-24 12:32:30,1
590,742,,H81070,2017-07-23 20:33:22,1
589,742,99H,,2017-07-23 20:29:53,1
588,741,,K83616,2017-07-21 16:10:20,1
587,740,03N,,2017-07-19 15:04:40,1
586,739,,M83723,2017-07-19 14:20:48,1
585,738,03F,,2017-07-19 13:49:41,1
580,733,09Y,,2017-07-18 16:22:10,1
578,731,,A82032,2017-07-18 09:17:28,1
577,730,,L83074,2017-07-17 20:41:48,1
576,729,04H,,2017-07-14 15:57:46,1
575,728,,H85005,2017-07-14 12:08:03,1
572,725,99K,,2017-07-13 11:11:30,1
570,723,06T,,2017-07-12 13:46:26,1
567,720,02T,,2017-07-12 12:59:25,1
565,718,09D,,2017-07-11 13:56:28,1
564,630,,C88051,2017-07-11 10:31:34,1
561,714,,M91628,2017-07-10 15:34:43,1
560,713,11A,,2017-07-10 14:55:04,1
559,710,06A,,2017-07-10 12:59:50,1
557,708,,J82089,2017-07-10 09:52:07,1
555,706,,G83680,2017-07-07 16:22:18,1
554,705,,H81068,2017-07-07 10:26:56,1
553,630,,C88051,2017-07-06 12:19:43,1
552,630,,C88036,2017-07-06 12:18:52,1
551,630,,C88073,2017-07-06 12:18:16,1
550,630,,C88020,2017-07-06 11:04:43,1
549,699,00L,,2017-07-04 15:49:32,1
548,697,99C,,2017-07-04 12:44:13,1
547,697,00L,,2017-07-04 12:43:45,1
546,630,,C88020,2017-07-04 12:41:54,1
545,630,,C88054,2017-07-04 12:40:05,1
544,630,,C88037,2017-07-04 12:39:25,1
543,630,,C88073,2017-07-04 12:38:43,1
541,630,,C88051,2017-07-04 12:36:39,1
540,689,,M84061,2017-07-03 19:55:55,1
538,687,,B87002,2017-07-03 12:46:14,1
535,683,11M,,2017-07-03 09:49:52,1
532,680,,L81043,2017-06-30 15:16:58,1
531,672,,A83007,2017-06-29 20:37:04,1
530,670,,L84052,2017-06-29 14:19:40,1
529,670,,L84001,2017-06-29 14:17:06,1
528,532,99F,,2017-06-29 10:18:14,1
526,665,07J,,2017-06-28 12:45:59,1
