,ccg_id,code
2851,06F,E81021
2852,06F,E81022
2853,06F,E81023
2854,06F,E81024
2855,06F,E81027
2856,06F,E81029
2857,06F,E81030
2858,06F,E81031
2859,06F,E81033
2860,06F,E81034
2861,06F,E81035
2862,06F,E81036
2863,06F,E81037
2864,06F,E81038
2865,06F,E81043
2866,06F,E81044
2867,06F,E81045
2868,06F,E81046
2869,06F,E81047
2870,06F,E81049
2871,06F,E81050
2872,06F,E81052
2873,06F,E81056
2874,06F,E81057
2875,06F,E81059
2876,06F,E81060
2877,06F,E81061
2878,06F,E81069
2879,06F,E81074
2880,06F,E81077
2881,06F,E81611
2882,06F,E81615
2883,06F,E81635
2884,06F,Y00260
2885,06F,Y00328
2886,06F,Y00522
2887,06F,Y00560
2888,06F,Y00561
2889,06H,D81001
2890,06H,D81002
2891,06H,D81003
2892,06H,D81004
2893,06H,D81005
2894,06H,D81007
2895,06H,D81008
2896,06H,D81009
2897,06H,D81010
2898,06H,D81011
2899,06H,D81012
2900,06H,D81013
2901,06H,D81014
2902,06H,D81015
2903,06H,D81016
2904,06H,D81017
2905,06H,D81018
2906,06H,D81019
2907,06H,D81020
2908,06H,D81021
2909,06H,D81022
2910,06H,D81023
2911,06H,D81024
2912,06H,D81025
2913,06H,D81026
2914,06H,D81027
2915,06H,D81028
2916,06H,D81029
2917,06H,D81030
2918,06H,D81031
2919,06H,D81032
2920,06H,D81033
2921,06H,D81034
2922,06H,D81035
2923,06H,D81036
2924,06H,D81037
2925,06H,D81038
2926,06H,D81039
2927,06H,D81040
2928,06H,D81041
2929,06H,D81042
2930,06H,D81043
2931,06H,D81044
2932,06H,D81045
2933,06H,D81046
2934,06H,D81049
2935,06H,D81050
2936,06H,D81051
2937,06H,D81052
2938,06H,D81053
2939,06H,D81054
2940,06H,D81055
2941,06H,D81056
2942,06H,D81057
2943,06H,D81058
2944,06H,D81059
2945,06H,D81060
2946,06H,D81061
2947,06H,D81062
2948,06H,D81063
2949,06H,D81064
2950,06H,D81065
2951,06H,D81066
2952,06H,D81070
2953,06H,D81073
2954,06H,D81074
2955,06H,D81078
2956,06H,D81081
2957,06H,D81082
2958,06H,D81084
2959,06H,D81085
2960,06H,D81086
2961,06H,D81602
2962,06H,D81603
2963,06H,D81605
2964,06H,D81606
2965,06H,D81607
2966,06H,D81611
2967,06H,D81612
2968,06H,D81615
2969,06H,D81616
2970,06H,D81618
2971,06H,D81619
2972,06H,D81622
2973,06H,D81623
2974,06H,D81624
2975,06H,D81625
2976,06H,D81629
2977,06H,D81630
2978,06H,D81631
2979,06H,D81633
2980,06H,D81637
2981,06H,D81645
2982,06H,E82072
2983,06H,E82132
2984,06H,K83017
2985,06H,K83023
2986,06H,Y00056
2987,06H,Y00185
2988,06H,Y00486
2989,06H,Y02769
2990,06K,D81047
2991,06K,E82002
2992,06K,E82005
2993,06K,E82006
2994,06K,E82007
2995,06K,E82008
2996,06K,E82018
2997,06K,E82019
2998,06K,E82021
2999,06K,E82023
3000,06K,E82024
3001,06K,E82035
3002,06K,E82038
3003,06K,E82040
3004,06K,E82041
3005,06K,E82042
3006,06K,E82044
3007,06K,E82053
3008,06K,E82056
3009,06K,E82057
3010,06K,E82058
3011,06K,E82061
3012,06K,E82062
3013,06K,E82063
3014,06K,E82067
3015,06K,E82074
3016,06K,E82075
3017,06K,E82079
3018,06K,E82080
3019,06K,E82081
3020,06K,E82082
3021,06K,E82086
3022,06K,E82088
3023,06K,E82089
3024,06K,E82090
3025,06K,E82092
3026,06K,E82093
3027,06K,E82099
3028,06K,E82100
3029,06K,E82102
3030,06K,E82104
3031,06K,E82109
3032,06K,E82111
3033,06K,E82115
3034,06K,E82121
3035,06K,E82123
3036,06K,E82126
3037,06K,E82130
3038,06K,E82133
3039,06K,E82620
3040,06K,E82626
3041,06K,E82638
3042,06K,E82641
3043,06K,E82654
3044,06K,E82661
3045,06K,Y01924
3046,06K,Y02639
3047,06K,Y06095
3048,06L,D83001
3049,06L,D83004
3050,06L,D83006
3051,06L,D83007
3052,06L,D83008
3053,06L,D83015
3054,06L,D83017
3055,06L,D83019
3056,06L,D83020
3057,06L,D83024
3058,06L,D83026
3059,06L,D83028
3060,06L,D83036
3061,06L,D83037
3062,06L,D83039
3063,06L,D83041
3064,06L,D83043
3065,06L,D83044
3066,06L,D83046
3067,06L,D83048
3068,06L,D83049
3069,06L,D83050
3070,06L,D83051
3071,06L,D83053
3072,06L,D83054
3073,06L,D83056
3074,06L,D83057
3075,06L,D83058
3076,06L,D83059
3077,06L,D83061
3078,06L,D83069
3079,06L,D83073
3080,06L,D83074
3081,06L,D83079
3082,06L,D83080
3083,06L,D83081
3084,06L,D83082
3085,06L,D83084
3086,06L,D83615
3087,06L,Y01794
3088,06L,Y06499
3089,06M,D82003
3090,06M,D82007
3091,06M,D82019
3092,06M,D82058
3093,06M,D82067
3094,06M,D82600
3095,06M,D82613
3096,06M,D83002
3097,06M,D83009
3098,06M,D83010
3099,06M,D83011
3100,06M,D83016
3101,06M,D83022
3102,06M,D83023
3103,06M,D83030
3104,06M,D83034
3105,06M,D83035
3106,06M,D83047
3107,06M,D83608
3108,06M,Y00164
3109,06M,Y06275
3110,06N,E82001
3111,06N,E82004
3112,06N,E82009
3113,06N,E82012
3114,06N,E82013
3115,06N,E82014
3116,06N,E82015
3117,06N,E82017
3118,06N,E82020
3119,06N,E82022
3120,06N,E82027
3121,06N,E82028
3122,06N,E82031
3123,06N,E82032
3124,06N,E82034
3125,06N,E82037
3126,06N,E82043
3127,06N,E82045
3128,06N,E82046
3129,06N,E82048
3130,06N,E82049
3131,06N,E82050
3132,06N,E82051
3133,06N,E82054
3134,06N,E82055
3135,06N,E82059
3136,06N,E82060
3137,06N,E82064
3138,06N,E82066
3139,06N,E82068
3140,06N,E82069
3141,06N,E82070
3142,06N,E82071
3143,06N,E82073
3144,06N,E82076
3145,06N,E82077
3146,06N,E82078
3147,06N,E82083
3148,06N,E82084
3149,06N,E82085
3150,06N,E82091
3151,06N,E82094
3152,06N,E82095
3153,06N,E82096
3154,06N,E82098
3155,06N,E82105
3156,06N,E82106
3157,06N,E82107
3158,06N,E82113
3159,06N,E82117
3160,06N,E82124
3161,06N,E82129
3162,06N,E82131
3163,06N,E82603
3164,06N,E82613
3165,06N,E82630
3166,06N,E82640
3167,06N,E82643
3168,06N,E82644
3169,06N,E82652
3170,06N,E82655
3171,06N,E82656
3172,06N,E82657
3173,06N,Y00243
3174,06N,Y01165
3175,06N,Y02638
3176,06P,E81001
3177,06P,E81005
3178,06P,E81006
3179,06P,E81010
3180,06P,E81013
3181,06P,E81016
3182,06P,E81018
3183,06P,E81025
3184,06P,E81026
3185,06P,E81028
3186,06P,E81032
3187,06P,E81040
3188,06P,E81041
3189,06P,E81048
3190,06P,E81054
3191,06P,E81063
3192,06P,E81064
3193,06P,E81065
3194,06P,E81073
3195,06P,E81076
3196,06P,E81612
3197,06P,E81617
3198,06P,E81631
3199,06P,E81632
3200,06P,E81633
3201,06P,Y02332
3202,06P,Y02463
3203,06Q,F81011
3204,06Q,F81014
3205,06Q,F81020
3206,06Q,F81022
3207,06Q,F81024
3208,06Q,F81030
3209,06Q,F81035
3210,06Q,F81040
3211,06Q,F81057
3212,06Q,F81068
3213,06Q,F81071
3214,06Q,F81074
3215,06Q,F81076
3216,06Q,F81083
3217,06Q,F81087
3218,06Q,F81098
3219,06Q,F81099
3220,06Q,F81100
3221,06Q,F81105
3222,06Q,F81114
3223,06Q,F81117
3224,06Q,F81119
3225,06Q,F81122
3226,06Q,F81126
3227,06Q,F81127
3228,06Q,F81130
3229,06Q,F81132
3230,06Q,F81138
3231,06Q,F81149
3232,06Q,F81170
3233,06Q,F81173
3234,06Q,F81183
3235,06Q,F81193
3236,06Q,F81635
3237,06Q,F81665
3238,06Q,F81674
3239,06Q,F81683
3240,06Q,F81721
3241,06Q,F81730
3242,06Q,F81738
3243,06Q,F81751
3244,06Q,Y00293
3245,06Q,Y00589
3246,06Q,Y02611
3247,06Q,Y05023
3248,06Q,Y06389
3249,06T,F81012
3250,06T,F81017
3251,06T,F81018
3252,06T,F81019
3253,06T,F81021
3254,06T,F81026
3255,06T,F81028
3256,06T,F81037
3257,06T,F81042
3258,06T,F81044
3259,06T,F81052
3260,06T,F81067
3261,06T,F81069
3262,06T,F81079
3263,06T,F81091
3264,06T,F81094
3265,06T,F81095
3266,06T,F81109
3267,06T,F81115
3268,06T,F81116
3269,06T,F81133
3270,06T,F81141
3271,06T,F81156
3272,06T,F81212
3273,06T,F81213
3274,06T,F81221
3275,06T,F81606
3276,06T,F81633
3277,06T,F81636
3278,06T,F81670
3279,06T,F81672
3280,06T,F81679
3281,06T,F81681
3282,06T,F81716
3283,06T,F81741
3284,06T,F81746
3285,06T,F81757
3286,06T,Y01297
3287,06T,Y02646
3288,06V,D82001
3289,06V,D82004
3290,06V,D82005
3291,06V,D82009
3292,06V,D82016
3293,06V,D82025
3294,06V,D82028
3295,06V,D82029
3296,06V,D82030
3297,06V,D82032
3298,06V,D82038
3299,06V,D82053
3300,06V,D82054
3301,06V,D82059
3302,06V,D82062
3303,06V,D82066
3304,06V,D82080
3305,06V,D82104
3306,06V,D82628
3307,06W,D82008
3308,06W,D82011
3309,06W,D82012
3310,06W,D82013
3311,06W,D82017
3312,06W,D82018
3313,06W,D82023
3314,06W,D82024
3315,06W,D82026
3316,06W,D82040
3317,06W,D82047
3318,06W,D82048
3319,06W,D82060
3320,06W,D82069
3321,06W,D82071
3322,06W,D82073
3323,06W,D82076
3324,06W,D82087
3325,06W,D82088
3326,06W,D82096
3327,06W,D82106
3328,06W,Y02751
3329,06W,Y03595
3330,06Y,D82002
3331,06Y,D82006
3332,06Y,D82020
3333,06Y,D82022
3334,06Y,D82031
3335,06Y,D82034
3336,06Y,D82036
3337,06Y,D82037
3338,06Y,D82039
3339,06Y,D82041
3340,06Y,D82042
3341,06Y,D82045
3342,06Y,D82046
3343,06Y,D82050
3344,06Y,D82056
3345,06Y,D82063
3346,06Y,D82064
3347,06Y,D82078
3348,06Y,D82084
3349,06Y,D82085
3350,06Y,D82100
3351,06Y,D82624
3352,06Y,Y01690
3353,06Y,Y05291
3354,07G,F81010
3355,07G,F81082
3356,07G,F81084
3357,07G,F81088
3358,07G,F81110
3359,07G,F81113
3360,07G,F81134
3361,07G,F81137
3362,07G,F81153
3363,07G,F81155
3364,07G,F81177
3365,07G,F81192
3366,07G,F81197
3367,07G,F81198
3368,07G,F81206
3369,07G,F81211
3370,07G,F81218
3371,07G,F81219
3372,07G,F81623
3373,07G,F81632
3374,07G,F81641
3375,07G,F81644
3376,07G,F81652
3377,07G,F81669
3378,07G,F81691
3379,07G,F81697
3380,07G,F81698
3381,07G,F81708
3382,07G,Y00033
3383,07G,Y00999
3384,07G,Y02807
3385,07H,F81004
3386,07H,F81009
3387,07H,F81015
3388,07H,F81016
3389,07H,F81027
3390,07H,F81034
3391,07H,F81043
3392,07H,F81047
3393,07H,F81048
3394,07H,F81049
3395,07H,F81053
3396,07H,F81056
3397,07H,F81062
3398,07H,F81072
3399,07H,F81078
3400,07H,F81090
3401,07H,F81106
3402,07H,F81111
3403,07H,F81118
3404,07H,F81120
3405,07H,F81131
3406,07H,F81136
3407,07H,F81152
3408,07H,F81165
3409,07H,F81169
3410,07H,F81181
3411,07H,F81184
3412,07H,F81195
3413,07H,F81216
3414,07H,F81619
3415,07H,F81725
3416,07H,F81749
3417,07J,D82010
3418,07J,D82015
3419,07J,D82027
3420,07J,D82035
3421,07J,D82043
3422,07J,D82044
3423,07J,D82049
3424,07J,D82051
3425,07J,D82057
3426,07J,D82065
3427,07J,D82068
3428,07J,D82070
3429,07J,D82072
3430,07J,D82079
3431,07J,D82099
3432,07J,D82105
3433,07J,D82604
3434,07J,D82618
3435,07J,D82621
3436,07J,Y00297
3437,07J,Y03222
3438,07K,D83003
3439,07K,D83005
3440,07K,D83012
3441,07K,D83013
3442,07K,D83014
3443,07K,D83018
3444,07K,D83021
3445,07K,D83027
3446,07K,D83029
3447,07K,D83033
3448,07K,D83038
3449,07K,D83040
3450,07K,D83045
3451,07K,D83055
3452,07K,D83060
3453,07K,D83062
3454,07K,D83064
3455,07K,D83067
3456,07K,D83070
3457,07K,D83075
3458,07K,D83076
3459,07K,D83078
3460,07K,D83610
3461,07K,Y00774
3462,07L,F82001
3463,07L,F82003
3464,07L,F82005
3465,07L,F82012
3466,07L,F82015
3467,07L,F82017
3468,07L,F82018
3469,07L,F82025
3470,07L,F82027
3471,07L,F82034
3472,07L,F82038
3473,07L,F82040
3474,07L,F82042
3475,07L,F82051
3476,07L,F82604
3477,07L,F82612
3478,07L,F82621
3479,07L,F82625
3480,07L,F82634
3481,07L,F82642
3482,07L,F82647
3483,07L,F82650
3484,07L,F82660
3485,07L,F82661
3486,07L,F82676
3487,07L,F82677
3488,07L,F82678
3489,07L,F82679
3490,07L,F82680
3491,07L,F86040
3492,07L,Y01280
3493,07L,Y01719
3494,07L,Y01795
3495,07L,Y02575
3496,07L,Y02583
3497,07L,Y04786
3498,07M,E83003
3499,07M,E83005
3500,07M,E83006
3501,07M,E83007
3502,07M,E83008
3503,07M,E83009
3504,07M,E83010
3505,07M,E83011
3506,07M,E83012
3507,07M,E83013
3508,07M,E83016
3509,07M,E83017
3510,07M,E83018
3511,07M,E83020
3512,07M,E83021
3513,07M,E83024
3514,07M,E83025
3515,07M,E83026
3516,07M,E83027
3517,07M,E83028
3518,07M,E83030
3519,07M,E83031
3520,07M,E83032
3521,07M,E83034
3522,07M,E83035
3523,07M,E83036
3524,07M,E83037
3525,07M,E83038
3526,07M,E83039
3527,07M,E83041
3528,07M,E83044
3529,07M,E83045
3530,07M,E83046
3531,07M,E83049
3532,07M,E83050
3533,07M,E83053
3534,07M,E83600
3535,07M,E83613
3536,07M,E83621
3537,07M,E83622
3538,07M,E83624
3539,07M,E83629
3540,07M,E83632
3541,07M,E83637
3542,07M,E83638
3543,07M,E83639
3544,07M,E83649
3545,07M,E83650
3546,07M,E83653
3547,07M,E83657
3548,07M,E83666
3549,07M,E83668
3550,07M,Y00316
3551,07M,Y02986
3552,07M,Y03663
3553,07M,Y03664
3554,07M,Y05238
3555,07M,Y05239
3556,07M,Y05240
3557,07M,Y05258
3558,07N,G83002
3559,07N,G83004
3560,07N,G83005
3561,07N,G83006
3562,07N,G83009
3563,07N,G83010
3564,07N,G83018
3565,07N,G83024
3566,07N,G83025
3567,07N,G83028
3568,07N,G83029
3569,07N,G83033
3570,07N,G83037
3571,07N,G83046
3572,07N,G83047
3573,07N,G83049
3574,07N,G83052
3575,07N,G83053
3576,07N,G83057
3577,07N,G83061
3578,07N,G83062
3579,07N,G83066
3580,07N,G83630
3581,07N,G83642
3582,07N,G83672
3583,07P,E84002
3584,07P,E84003
3585,07P,E84006
3586,07P,E84007
3587,07P,E84011
3588,07P,E84012
3589,07P,E84013
3590,07P,E84015
3591,07P,E84017
3592,07P,E84020
3593,07P,E84021
3594,07P,E84023
3595,07P,E84025
3596,07P,E84028
3597,07P,E84030
3598,07P,E84031
3599,07P,E84032
3600,07P,E84033
3601,07P,E84036
3602,07P,E84042
3603,07P,E84048
3604,07P,E84049
3605,07P,E84051
3606,07P,E84063
3607,07P,E84066
3608,07P,E84067
3609,07P,E84074
3610,07P,E84076
3611,07P,E84077
3612,07P,E84078
3613,07P,E84080
3614,07P,E84083
3615,07P,E84086
3616,07P,E84620
3617,07P,E84624
3618,07P,E84626
3619,07P,E84635
3620,07P,E84637
3621,07P,E84638
3622,07P,E84645
3623,07P,E84656
3624,07P,E84665
3625,07P,E84667
3626,07P,E84669
3627,07P,E84674
3628,07P,E84678
3629,07P,E84684
3630,07P,E84685
3631,07P,E84690
3632,07P,E84696
3633,07P,E84699
3634,07P,E84701
3635,07P,E84702
3636,07P,E84704
3637,07P,E84705
3638,07P,E84709
3639,07P,Y00206
3640,07P,Y01090
3641,07P,Y02692
3642,07Q,G84001
3643,07Q,G84002
3644,07Q,G84003
3645,07Q,G84004
3646,07Q,G84005
3647,07Q,G84006
3648,07Q,G84007
3649,07Q,G84008
3650,07Q,G84009
3651,07Q,G84010
3652,07Q,G84011
3653,07Q,G84013
3654,07Q,G84015
3655,07Q,G84016
3656,07Q,G84017
3657,07Q,G84018
3658,07Q,G84019
3659,07Q,G84020
3660,07Q,G84021
3661,07Q,G84022
3662,07Q,G84023
3663,07Q,G84024
3664,07Q,G84025
3665,07Q,G84027
3666,07Q,G84028
3667,07Q,G84029
3668,07Q,G84030
3669,07Q,G84032
3670,07Q,G84033
3671,07Q,G84035
3672,07Q,G84039
3673,07Q,G84040
3674,07Q,G84041
3675,07Q,G84604
3676,07Q,G84607
3677,07Q,G84609
3678,07Q,G84621
3679,07Q,G84624
3680,07Q,G84625
3681,07Q,G84627
3682,07Q,G84628
3683,07Q,G84629
3684,07Q,G84630
3685,07Q,Y00542
3686,07Q,Y02811
3687,07Q,Y06345
3688,07R,F83003
3689,07R,F83005
3690,07R,F83006
3691,07R,F83011
3692,07R,F83017
3693,07R,F83018
3694,07R,F83019
3695,07R,F83020
3696,07R,F83022
3697,07R,F83023
3698,07R,F83025
3699,07R,F83042
3700,07R,F83043
3701,07R,F83044
3702,07R,F83048
3703,07R,F83050
3704,07R,F83052
3705,07R,F83055
3706,07R,F83057
3707,07R,F83058
3708,07R,F83059
3709,07R,F83061
3710,07R,F83615
3711,07R,F83623
3712,07R,F83632
3713,07R,F83633
3714,07R,F83635
3715,07R,F83658
3716,07R,F83665
3717,07R,F83672
3718,07R,F83677
3719,07R,F83682
3720,07R,F83683
3721,07R,Y02674
3722,07R,Y03103
3723,07R,Y05257
3724,07T,F84003
3725,07T,F84008
3726,07T,F84013
3727,07T,F84015
3728,07T,F84018
3729,07T,F84021
3730,07T,F84033
3731,07T,F84035
3732,07T,F84036
3733,07T,F84038
3734,07T,F84041
3735,07T,F84043
3736,07T,F84060
3737,07T,F84063
3738,07T,F84069
3739,07T,F84072
3740,07T,F84080
3741,07T,F84096
3742,07T,F84105
3743,07T,F84115
3744,07T,F84117
3745,07T,F84119
3746,07T,F84601
3747,07T,F84619
3748,07T,F84620
3749,07T,F84621
3750,07T,F84624
3751,07T,F84632
3752,07T,F84635
3753,07T,F84636
3754,07T,F84640
3755,07T,F84668
3756,07T,F84685
3757,07T,F84686
3758,07T,F84692
3759,07T,F84694
3760,07T,F84711
3761,07T,F84716
3762,07T,F84719
3763,07T,F84720
3764,07T,Y00403
3765,07T,Y03049
3766,07V,H83001
3767,07V,H83004
3768,07V,H83005
3769,07V,H83006
3770,07V,H83007
3771,07V,H83008
3772,07V,H83009
3773,07V,H83010
3774,07V,H83011
3775,07V,H83012
3776,07V,H83013
3777,07V,H83014
3778,07V,H83015
3779,07V,H83016
3780,07V,H83017
3781,07V,H83018
3782,07V,H83019
3783,07V,H83020
3784,07V,H83021
3785,07V,H83022
3786,07V,H83023
3787,07V,H83024
3788,07V,H83027
3789,07V,H83028
3790,07V,H83029
3791,07V,H83030
3792,07V,H83031
3793,07V,H83033
3794,07V,H83034
3795,07V,H83037
3796,07V,H83039
3797,07V,H83040
3798,07V,H83042
3799,07V,H83043
3800,07V,H83044
3801,07V,H83048
3802,07V,H83049
3803,07V,H83050
3804,07V,H83051
3805,07V,H83052
3806,07V,H83053
3807,07V,H83608
3808,07V,H83609
3809,07V,H83611
3810,07V,H83620
3811,07V,H83623
3812,07V,H83624
3813,07V,H83625
3814,07V,H83627
3815,07V,H83631
3816,07V,Y00182
3817,07V,Y02962
3818,07V,Y05317
3819,07V,Y05318
3820,07W,E84059
3821,07W,E85006
3822,07W,E85012
3823,07W,E85013
3824,07W,E85014
3825,07W,E85019
3826,07W,E85021
3827,07W,E85023
3828,07W,E85026
3829,07W,E85028
3830,07W,E85034
3831,07W,E85041
3832,07W,E85046
3833,07W,E85049
3834,07W,E85050
3835,07W,E85051
3836,07W,E85053
3837,07W,E85054
3838,07W,E85057
3839,07W,E85061
3840,07W,E85064
3841,07W,E85066
3842,07W,E85069
3843,07W,E85075
3844,07W,E85083
3845,07W,E85088
3846,07W,E85090
3847,07W,E85091
3848,07W,E85096
3849,07W,E85098
3850,07W,E85099
3851,07W,E85103
3852,07W,E85105
3853,07W,E85107
3854,07W,E85108
3855,07W,E85109
3856,07W,E85111
3857,07W,E85112
3858,07W,E85116
3859,07W,E85119
3860,07W,E85120
3861,07W,E85121
3862,07W,E85122
3863,07W,E85123
3864,07W,E85127
3865,07W,E85129
3866,07W,E85130
3867,07W,E85617
3868,07W,E85623
3869,07W,E85628
3870,07W,E85630
3871,07W,E85633
3872,07W,E85635
3873,07W,E85640
3874,07W,E85643
3875,07W,E85656
3876,07W,E85657
3877,07W,E85663
3878,07W,E85677
3879,07W,E85680
3880,07W,E85682
3881,07W,E85687
3882,07W,E85694
3883,07W,E85712
3884,07W,E85714
3885,07W,E85715
3886,07W,E85721
3887,07W,E85723
3888,07W,E85725
3889,07W,E85726
3890,07W,E85733
3891,07W,E85740
3892,07W,E85743
3893,07W,E85745
3894,07W,Y01221
3895,07W,Y02342
3896,07W,Y04225
3897,07X,F85002
3898,07X,F85003
3899,07X,F85004
3900,07X,F85010
3901,07X,F85015
3902,07X,F85016
3903,07X,F85020
3904,07X,F85023
3905,07X,F85024
3906,07X,F85025
3907,07X,F85027
3908,07X,F85029
3909,07X,F85032
3910,07X,F85033
3911,07X,F85035
3912,07X,F85036
3913,07X,F85039
3914,07X,F85043
3915,07X,F85044
3916,07X,F85048
3917,07X,F85053
3918,07X,F85055
3919,07X,F85058
3920,07X,F85072
3921,07X,F85076
3922,07X,F85625
3923,07X,F85634
3924,07X,F85642
3925,07X,F85650
3926,07X,F85652
3927,07X,F85654
3928,07X,F85656
3929,07X,F85663
3930,07X,F85666
3931,07X,F85676
3932,07X,F85678
3933,07X,F85681
3934,07X,F85682
3935,07X,F85684
3936,07X,F85686
3937,07X,F85687
3938,07X,F85700
3939,07X,F85701
3940,07X,F85703
3941,07X,F85707
3942,07X,Y00057
3943,07X,Y00612
3944,07X,Y03402
3945,07Y,E85001
3946,07Y,E85004
3947,07Y,E85007
3948,07Y,E85015
3949,07Y,E85018
3950,07Y,E85024
3951,07Y,E85030
3952,07Y,E85035
3953,07Y,E85040
3954,07Y,E85045
3955,07Y,E85052
3956,07Y,E85056
3957,07Y,E85058
3958,07Y,E85059
3959,07Y,E85060
3960,07Y,E85062
3961,07Y,E85071
3962,07Y,E85113
3963,07Y,E85114
3964,07Y,E85115
3965,07Y,E85126
3966,07Y,E85600
3967,07Y,E85605
3968,07Y,E85625
3969,07Y,E85658
3970,07Y,E85681
3971,07Y,E85683
3972,07Y,E85692
3973,07Y,E85693
3974,07Y,E85696
3975,07Y,E85697
3976,07Y,E85699
3977,07Y,E85700
3978,07Y,E85707
3979,07Y,E85708
3980,07Y,E85713
3981,07Y,E85716
3982,07Y,E85718
3983,07Y,E85734
3984,07Y,E85735
3985,07Y,E85736
3986,07Y,E85739
3987,07Y,E85744
3988,07Y,E85746
3989,07Y,E85750
3990,07Y,Y02671
3991,07Y,Y02672
3992,08A,G83001
3993,08A,G83003
3994,08A,G83012
3995,08A,G83013
3996,08A,G83015
3997,08A,G83016
3998,08A,G83019
3999,08A,G83021
4000,08A,G83022
4001,08A,G83026
4002,08A,G83027
4003,08A,G83030
4004,08A,G83031
4005,08A,G83034
4006,08A,G83039
4007,08A,G83044
4008,08A,G83058
4009,08A,G83060
4010,08A,G83065
4011,08A,G83067
4012,08A,G83628
4013,08A,G83631
4014,08A,G83633
4015,08A,G83635
4016,08A,G83641
4017,08A,G83647
4018,08A,G83651
4019,08A,G83654
4020,08A,G83663
4021,08A,G83673
4022,08A,G83680
4023,08A,Y02222
4024,08A,Y02974
4025,08A,Y03296
4026,08A,Y03755
4027,08C,E85003
4028,08C,E85005
4029,08C,E85008
4030,08C,E85016
4031,08C,E85020
4032,08C,E85025
4033,08C,E85029
4034,08C,E85032
4035,08C,E85033
4036,08C,E85038
4037,08C,E85042
4038,08C,E85048
4039,08C,E85055
4040,08C,E85074
4041,08C,E85077
4042,08C,E85118
4043,08C,E85124
4044,08C,E85125
4045,08C,E85128
4046,08C,E85624
4047,08C,E85636
4048,08C,E85649
4049,08C,E85659
4050,08C,E85672
4051,08C,E85685
4052,08C,E85719
4053,08C,E85748
4054,08C,Y02589
4055,08C,Y02906
4056,08C,Y06487
4057,08D,F85007
4058,08D,F85008
4059,08D,F85013
4060,08D,F85014
4061,08D,F85017
4062,08D,F85019
4063,08D,F85028
4064,08D,F85030
4065,08D,F85031
4066,08D,F85034
4067,08D,F85045
4068,08D,F85046
4069,08D,F85052
4070,08D,F85060
4071,08D,F85061
4072,08D,F85063
4073,08D,F85064
4074,08D,F85065
4075,08D,F85066
4076,08D,F85067
4077,08D,F85069
4078,08D,F85071
4079,08D,F85615
4080,08D,F85623
4081,08D,F85628
4082,08D,F85640
4083,08D,F85645
4084,08D,F85669
4085,08D,F85675
4086,08D,F85688
4087,08D,F85697
4088,08D,F85705
4089,08D,Y01655
4090,08D,Y02117
4091,08D,Y03035
4092,08D,Y03135
4093,08D,Y05330
4094,08D,Y06320
4095,08E,E84004
4096,08E,E84005
4097,08E,E84008
4098,08E,E84009
4099,08E,E84014
4100,08E,E84018
4101,08E,E84022
4102,08E,E84024
4103,08E,E84039
4104,08E,E84040
4105,08E,E84044
4106,08E,E84053
4107,08E,E84057
4108,08E,E84058
4109,08E,E84061
4110,08E,E84062
4111,08E,E84068
4112,08E,E84069
4113,08E,E84070
4114,08E,E84075
4115,08E,E84601
4116,08E,E84617
4117,08E,E84646
4118,08E,E84647
4119,08E,E84653
4120,08E,E84658
4121,08E,E84663
4122,08E,E84676
4123,08E,E84680
4124,08E,E84681
4125,08E,E84693
4126,08E,E84713
4127,08E,Y05080
4128,08F,F82002
4129,08F,F82006
4130,08F,F82007
4131,08F,F82008
4132,08F,F82009
4133,08F,F82010
4134,08F,F82011
4135,08F,F82013
4136,08F,F82014
4137,08F,F82016
4138,08F,F82019
4139,08F,F82021
4140,08F,F82022
4141,08F,F82023
4142,08F,F82028
4143,08F,F82030
4144,08F,F82031
4145,08F,F82033
4146,08F,F82039
4147,08F,F82045
4148,08F,F82053
4149,08F,F82055
4150,08F,F82607
4151,08F,F82609
4152,08F,F82610
4153,08F,F82614
4154,08F,F82619
4155,08F,F82624
4156,08F,F82627
4157,08F,F82630
4158,08F,F82638
4159,08F,F82639
4160,08F,F82648
4161,08F,F82649
4162,08F,F82653
4163,08F,F82663
4164,08F,F82666
4165,08F,F82670
4166,08F,F82671
4167,08F,F82674
4168,08F,F82675
4169,08F,F82686
4170,08F,Y00312
4171,08F,Y02973
4172,08G,E86001
4173,08G,E86003
4174,08G,E86004
4175,08G,E86005
4176,08G,E86006
4177,08G,E86007
4178,08G,E86009
4179,08G,E86010
4180,08G,E86011
4181,08G,E86012
4182,08G,E86014
4183,08G,E86015
4184,08G,E86016
4185,08G,E86017
4186,08G,E86018
4187,08G,E86019
4188,08G,E86020
4189,08G,E86022
4190,08G,E86024
4191,08G,E86026
4192,08G,E86027
4193,08G,E86028
4194,08G,E86029
4195,08G,E86030
4196,08G,E86033
4197,08G,E86034
4198,08G,E86036
4199,08G,E86038
4200,08G,E86041
4201,08G,E86042
4202,08G,E86605
4203,08G,E86609
4204,08G,E86610
4205,08G,E86612
4206,08G,E86615
4207,08G,E86618
4208,08G,E86619
4209,08G,E86620
4210,08G,E86625
4211,08G,E86626
4212,08G,E86629
4213,08G,E86632
4214,08G,E86637
4215,08G,E86640
4216,08G,Y00352
4217,08G,Y02812
4218,08H,F83002
4219,08H,F83004
4220,08H,F83007
4221,08H,F83008
4222,08H,F83010
4223,08H,F83012
